Row,Actual Class,Risk Tier,Risk Score,Entry Allowed,Collateral
93,0,low,3.63,True,1000.0
94,0,low,8.47,True,1000.0
95,0,low,9.5,True,1000.0
96,0,low,7.52,True,1000.0
97,0,low,8.65,True,1000.0
98,0,low,4.35,True,1000.0
99,0,low,10.15,True,1000.0
100,0,low,4.32,True,1000.0
101,0,low,6.86,True,1000.0
102,0,low,13.48,True,1000.0
103,0,low,11.52,True,1000.0
104,0,low,3.04,True,1000.0
105,0,low,4.39,True,1000.0
106,1,critical,90.55,False,0.0
107,0,low,12.66,True,1000.0
108,0,low,33.12,True,1000.0
109,0,medium,58.81,True,1500.0
110,0,low,7.97,True,1000.0
111,0,low,22.13,True,1000.0
112,0,low,16.49,True,1000.0
113,1,critical,89.39,False,0.0
114,0,low,4.0,True,1000.0
115,0,low,0.8,True,1000.0
116,0,low,6.4,True,1000.0
117,0,low,6.51,True,1000.0
118,0,low,10.19,True,1000.0
119,0,low,4.31,True,1000.0
120,0,low,24.73,True,1000.0
121,1,critical,81.51,False,0.0
122,0,low,4.11,True,1000.0
123,0,low,9.4,True,1000.0
124,0,low,4.74,True,1000.0
125,0,low,13.91,True,1000.0
126,0,low,10.98,True,1000.0
127,0,low,8.69,True,1000.0
128,0,low,11.25,True,1000.0
129,0,low,19.59,True,1000.0
130,0,low,4.89,True,1000.0
131,0,low,8.57,True,1000.0
132,0,low,6.12,True,1000.0
133,0,low,12.72,True,1000.0
134,0,low,7.1,True,1000.0
135,0,low,4.85,True,1000.0
136,0,low,5.83,True,1000.0
137,0,low,3.63,True,1000.0
138,0,low,8.94,True,1000.0
139,0,low,10.78,True,1000.0
140,0,low,6.98,True,1000.0
141,0,low,2.62,True,1000.0
142,0,low,3.16,True,1000.0
143,0,low,0.0,True,1000.0
144,0,low,18.32,True,1000.0
145,0,low,4.72,True,1000.0
146,0,low,5.6,True,1000.0
147,0,low,9.83,True,1000.0
148,0,low,5.58,True,1000.0
149,0,low,10.95,True,1000.0
150,0,low,5.97,True,1000.0
151,0,low,10.18,True,1000.0
152,0,low,7.57,True,1000.0
153,0,low,10.71,True,1000.0
154,0,low,10.32,True,1000.0
155,0,low,4.23,True,1000.0
156,0,low,6.16,True,1000.0
157,0,low,5.02,True,1000.0
158,0,low,29.58,True,1000.0
159,0,low,3.61,True,1000.0
160,1,critical,92.48,False,0.0
161,0,low,6.65,True,1000.0
162,0,low,0.53,True,1000.0
163,0,low,10.27,True,1000.0
164,0,low,4.89,True,1000.0
165,0,low,12.3,True,1000.0
166,0,low,6.86,True,1000.0
167,0,low,5.33,True,1000.0
168,1,critical,91.42,False,0.0
169,1,critical,87.66,False,0.0
170,0,low,3.21,True,1000.0
171,0,low,3.16,True,1000.0
172,0,low,6.87,True,1000.0
173,0,low,4.68,True,1000.0
174,0,medium,41.67,True,1500.0
175,0,low,12.74,True,1000.0
176,0,low,7.75,True,1000.0
177,0,low,5.46,True,1000.0
178,0,low,8.23,True,1000.0
179,0,low,12.99,True,1000.0
180,0,low,6.16,True,1000.0
181,1,critical,88.93,False,0.0
182,0,low,4.58,True,1000.0
183,0,low,20.26,True,1000.0
184,0,low,1.66,True,1000.0
185,0,low,11.39,True,1000.0
186,0,low,11.97,True,1000.0
187,0,low,3.52,True,1000.0
188,0,low,6.09,True,1000.0
189,0,low,2.06,True,1000.0
190,1,critical,86.47,False,0.0
191,0,low,4.09,True,1000.0
192,0,low,13.24,True,1000.0
193,1,critical,93.67,False,0.0
194,0,low,1.43,True,1000.0
195,0,low,20.54,True,1000.0
196,0,low,8.87,True,1000.0
197,0,low,5.63,True,1000.0
198,0,low,25.13,True,1000.0
199,0,low,12.2,True,1000.0
200,0,low,12.64,True,1000.0
201,0,low,10.36,True,1000.0
202,0,low,5.32,True,1000.0
203,0,low,8.14,True,1000.0
204,0,low,3.95,True,1000.0
205,0,low,3.78,True,1000.0
206,0,low,2.94,True,1000.0
207,0,low,27.61,True,1000.0
208,0,low,23.58,True,1000.0
209,1,critical,92.18,False,0.0
210,1,critical,86.31,False,0.0
211,0,low,6.87,True,1000.0
212,0,low,4.67,True,1000.0
213,0,low,3.95,True,1000.0
214,0,low,7.74,True,1000.0
215,0,low,4.38,True,1000.0
216,0,low,5.33,True,1000.0
217,0,low,1.25,True,1000.0
218,0,low,27.44,True,1000.0
219,1,critical,93.48,False,0.0
220,0,low,14.72,True,1000.0
221,1,critical,97.61,False,0.0
222,0,low,2.39,True,1000.0
223,0,low,7.1,True,1000.0
224,0,low,4.7,True,1000.0
225,0,low,7.77,True,1000.0
226,0,low,8.05,True,1000.0
227,1,critical,88.91,False,0.0
228,0,low,9.7,True,1000.0
229,0,low,11.72,True,1000.0
230,0,low,6.51,True,1000.0
231,1,critical,91.4,False,0.0
232,1,critical,91.26,False,0.0
233,0,low,11.11,True,1000.0
234,0,low,9.08,True,1000.0
235,1,critical,92.56,False,0.0
236,0,low,5.32,True,1000.0
237,0,low,6.77,True,1000.0
238,0,low,1.52,True,1000.0
239,0,low,8.85,True,1000.0
240,0,low,5.0,True,1000.0
241,0,low,14.34,True,1000.0
242,0,low,10.9,True,1000.0
243,0,low,10.47,True,1000.0
244,0,low,6.45,True,1000.0
245,0,low,5.31,True,1000.0
246,0,low,12.79,True,1000.0
247,0,low,3.74,True,1000.0
248,0,low,12.88,True,1000.0
249,1,critical,94.18,False,0.0
250,0,low,6.01,True,1000.0
251,0,low,13.02,True,1000.0
252,0,low,18.73,True,1000.0
253,0,low,6.58,True,1000.0
254,0,low,10.15,True,1000.0
255,0,low,2.18,True,1000.0
256,0,low,12.33,True,1000.0
257,1,critical,85.55,False,0.0
258,0,low,1.81,True,1000.0
259,1,critical,95.11,False,0.0
260,0,low,5.11,True,1000.0
261,0,low,2.96,True,1000.0
262,0,low,9.32,True,1000.0
263,0,low,3.66,True,1000.0
264,0,low,9.26,True,1000.0
265,0,low,8.91,True,1000.0
266,1,critical,87.94,False,0.0
267,0,low,3.03,True,1000.0
268,0,low,6.02,True,1000.0
269,1,critical,90.07,False,0.0
270,0,low,6.72,True,1000.0
271,0,low,12.23,True,1000.0
272,0,low,29.24,True,1000.0
273,0,low,2.17,True,1000.0
274,0,low,14.56,True,1000.0
275,0,low,5.15,True,1000.0
276,0,low,6.43,True,1000.0
277,0,low,7.2,True,1000.0
278,0,low,9.13,True,1000.0
279,0,low,10.67,True,1000.0
280,0,low,1.19,True,1000.0
281,0,low,4.97,True,1000.0
282,1,critical,93.25,False,0.0
283,1,critical,85.81,False,0.0
284,0,low,8.95,True,1000.0
285,0,critical,94.23,False,0.0
286,0,low,3.0,True,1000.0
287,0,low,7.44,True,1000.0
288,0,low,6.34,True,1000.0
289,0,low,12.02,True,1000.0
290,0,low,1.16,True,1000.0
291,0,low,6.73,True,1000.0
292,0,low,13.77,True,1000.0
293,0,low,11.31,True,1000.0
294,0,low,4.54,True,1000.0
295,0,low,4.55,True,1000.0
296,0,low,4.34,True,1000.0
297,0,high,74.28,True,2000.0
298,0,low,5.38,True,1000.0
299,0,low,6.91,True,1000.0
300,0,low,10.79,True,1000.0
301,0,low,5.91,True,1000.0
302,1,critical,86.71,False,0.0
303,0,low,7.36,True,1000.0
304,0,low,5.53,True,1000.0
305,0,low,11.05,True,1000.0
306,0,low,7.68,True,1000.0
307,0,low,2.37,True,1000.0
308,0,low,6.79,True,1000.0
309,1,critical,92.66,False,0.0
310,1,critical,82.57,False,0.0
311,0,low,1.43,True,1000.0
312,0,low,17.69,True,1000.0
313,0,low,5.94,True,1000.0
314,0,low,12.19,True,1000.0
315,0,low,6.71,True,1000.0
316,0,low,6.92,True,1000.0
317,0,low,5.14,True,1000.0
318,1,critical,89.87,False,0.0
319,0,low,7.73,True,1000.0
320,0,low,20.02,True,1000.0
321,0,low,9.27,True,1000.0
322,0,low,6.5,True,1000.0
323,0,low,23.24,True,1000.0
324,1,critical,99.98,False,0.0
325,1,critical,96.73,False,0.0
326,0,low,7.57,True,1000.0
327,0,low,8.41,True,1000.0
328,0,low,9.17,True,1000.0
329,0,low,22.91,True,1000.0
330,0,low,3.85,True,1000.0
331,0,low,13.1,True,1000.0
332,0,low,7.11,True,1000.0
333,0,low,17.88,True,1000.0
334,0,low,3.17,True,1000.0
335,0,low,13.16,True,1000.0
336,0,low,4.39,True,1000.0
337,0,low,3.83,True,1000.0
338,0,low,2.99,True,1000.0
339,0,low,7.36,True,1000.0
340,1,critical,87.14,False,0.0
341,0,low,5.1,True,1000.0
342,0,low,24.98,True,1000.0
343,0,low,2.1,True,1000.0
344,0,low,5.83,True,1000.0
345,0,low,35.06,True,1000.0
346,0,low,14.0,True,1000.0
347,0,low,5.36,True,1000.0
348,0,low,11.49,True,1000.0
349,0,low,12.19,True,1000.0
350,0,low,8.72,True,1000.0
351,0,low,4.74,True,1000.0
352,0,low,2.05,True,1000.0
353,0,low,8.3,True,1000.0
354,0,low,7.51,True,1000.0
355,0,low,5.04,True,1000.0
356,0,low,7.66,True,1000.0
357,1,critical,91.97,False,0.0
358,0,low,12.12,True,1000.0
359,0,low,1.89,True,1000.0
360,0,low,6.29,True,1000.0
361,0,low,3.62,True,1000.0
362,0,low,3.48,True,1000.0
363,0,low,9.75,True,1000.0
364,0,low,25.4,True,1000.0
365,0,low,9.31,True,1000.0
366,0,low,13.28,True,1000.0
367,0,low,4.92,True,1000.0
368,0,low,16.68,True,1000.0
369,0,low,6.28,True,1000.0
370,0,low,6.16,True,1000.0
371,0,low,4.74,True,1000.0
372,1,critical,92.13,False,0.0
373,0,low,4.46,True,1000.0
374,0,low,7.52,True,1000.0
375,0,low,7.37,True,1000.0
376,0,low,29.27,True,1000.0
377,0,low,6.98,True,1000.0
378,0,low,27.64,True,1000.0
379,0,low,17.59,True,1000.0
380,0,low,23.51,True,1000.0
381,0,low,8.44,True,1000.0
382,1,critical,93.96,False,0.0
383,0,low,13.83,True,1000.0
384,0,low,8.42,True,1000.0
385,0,low,6.29,True,1000.0
386,0,low,11.37,True,1000.0
387,0,low,7.43,True,1000.0
388,0,low,1.58,True,1000.0
389,0,low,5.22,True,1000.0
390,0,low,3.48,True,1000.0
391,0,low,13.75,True,1000.0
392,0,low,21.89,True,1000.0
393,1,low,39.32,True,1000.0
394,0,low,0.87,True,1000.0
395,0,low,18.41,True,1000.0
396,0,low,8.2,True,1000.0
397,0,low,7.21,True,1000.0
398,0,low,5.91,True,1000.0
399,0,low,9.06,True,1000.0
400,1,critical,91.79,False,0.0
401,0,low,10.12,True,1000.0
402,0,low,7.94,True,1000.0
403,0,low,9.07,True,1000.0
404,1,critical,93.26,False,0.0
405,0,low,11.84,True,1000.0
406,0,low,13.06,True,1000.0
407,1,critical,93.05,False,0.0
408,0,low,19.03,True,1000.0
409,0,low,3.4,True,1000.0
410,0,low,3.9,True,1000.0
411,0,low,21.23,True,1000.0
412,0,low,12.92,True,1000.0
413,0,low,19.8,True,1000.0
414,0,low,10.85,True,1000.0
415,0,low,4.19,True,1000.0
416,0,low,2.5,True,1000.0
417,0,low,10.66,True,1000.0
418,0,low,5.79,True,1000.0
419,0,low,4.55,True,1000.0
420,1,critical,93.27,False,0.0
421,1,critical,82.38,False,0.0
422,0,low,7.87,True,1000.0
423,0,low,3.31,True,1000.0
424,0,low,6.7,True,1000.0
425,0,low,22.19,True,1000.0
426,0,low,3.15,True,1000.0
427,0,low,3.8,True,1000.0
428,0,low,3.2,True,1000.0
429,0,low,6.82,True,1000.0
430,0,low,5.74,True,1000.0
431,0,low,15.08,True,1000.0
432,0,low,10.43,True,1000.0
433,0,medium,52.18,True,1500.0
434,0,low,2.93,True,1000.0
435,0,low,14.1,True,1000.0
436,0,low,8.84,True,1000.0
437,0,low,27.25,True,1000.0
438,1,critical,88.61,False,0.0
439,0,low,16.27,True,1000.0
440,0,low,3.94,True,1000.0
441,0,low,14.46,True,1000.0
442,0,low,7.34,True,1000.0
443,0,low,10.3,True,1000.0
444,0,low,10.63,True,1000.0
445,0,low,7.75,True,1000.0
446,0,low,3.75,True,1000.0
447,0,low,5.21,True,1000.0
448,0,low,6.4,True,1000.0
449,0,low,4.01,True,1000.0
450,0,low,5.81,True,1000.0
451,0,low,3.6,True,1000.0
452,0,low,19.82,True,1000.0
453,0,low,4.54,True,1000.0
454,0,low,8.42,True,1000.0
455,0,low,8.82,True,1000.0
456,0,low,10.23,True,1000.0
457,0,low,6.7,True,1000.0
458,0,low,5.78,True,1000.0
459,0,low,9.72,True,1000.0
460,0,low,7.77,True,1000.0
461,0,low,8.15,True,1000.0
462,0,low,15.58,True,1000.0
463,0,low,1.82,True,1000.0
464,0,low,28.47,True,1000.0
465,0,low,7.22,True,1000.0
466,0,low,9.55,True,1000.0
467,0,low,11.75,True,1000.0
468,1,critical,86.25,False,0.0
469,0,low,1.51,True,1000.0
470,0,low,8.09,True,1000.0
471,0,low,8.86,True,1000.0
472,0,low,8.52,True,1000.0
473,0,low,6.01,True,1000.0
474,0,low,2.13,True,1000.0
475,0,low,8.21,True,1000.0
476,0,low,3.5,True,1000.0
477,0,low,4.42,True,1000.0
478,0,low,31.63,True,1000.0
479,0,low,3.59,True,1000.0
480,0,low,6.09,True,1000.0
481,0,low,10.05,True,1000.0
482,0,low,5.11,True,1000.0
483,0,low,7.52,True,1000.0
484,0,low,6.82,True,1000.0
485,0,low,27.27,True,1000.0
486,0,low,7.91,True,1000.0
487,0,low,7.28,True,1000.0
488,0,low,4.6,True,1000.0
489,0,low,10.47,True,1000.0
490,1,critical,93.33,False,0.0
491,0,low,10.78,True,1000.0
492,0,low,10.34,True,1000.0
493,1,critical,87.79,False,0.0
494,0,low,7.05,True,1000.0
495,0,low,5.08,True,1000.0
496,0,low,8.8,True,1000.0
497,0,low,5.6,True,1000.0
498,0,low,12.47,True,1000.0
499,0,low,3.0,True,1000.0
500,0,low,14.85,True,1000.0
501,0,low,4.4,True,1000.0
502,0,low,6.28,True,1000.0
503,0,low,5.92,True,1000.0
504,0,low,2.4,True,1000.0
505,1,critical,98.66,False,0.0
506,0,low,7.14,True,1000.0
507,1,critical,94.76,False,0.0
508,0,low,7.18,True,1000.0
509,0,low,15.53,True,1000.0
510,0,low,4.93,True,1000.0
511,0,low,2.46,True,1000.0
512,0,low,14.66,True,1000.0
513,0,low,22.06,True,1000.0
514,0,low,17.38,True,1000.0
515,0,low,3.45,True,1000.0
516,0,low,3.14,True,1000.0
517,0,low,8.32,True,1000.0
518,0,low,1.63,True,1000.0
519,0,low,22.98,True,1000.0
520,0,low,20.0,True,1000.0
521,0,low,11.04,True,1000.0
522,0,low,7.18,True,1000.0
523,1,critical,86.12,False,0.0
524,1,critical,87.89,False,0.0
525,0,low,14.1,True,1000.0
526,0,low,6.82,True,1000.0
527,0,low,3.7,True,1000.0
528,0,low,21.33,True,1000.0
529,1,critical,88.66,False,0.0
530,1,critical,93.52,False,0.0
531,1,critical,91.29,False,0.0
532,1,critical,94.19,False,0.0
533,0,low,5.22,True,1000.0
534,0,low,4.01,True,1000.0
535,0,low,6.04,True,1000.0
536,0,low,16.9,True,1000.0
537,0,low,10.31,True,1000.0
538,0,low,7.22,True,1000.0
539,0,low,5.01,True,1000.0
540,0,low,8.57,True,1000.0
541,1,critical,91.74,False,0.0
542,0,low,7.6,True,1000.0
543,0,low,8.82,True,1000.0
544,0,low,4.45,True,1000.0
545,0,low,3.51,True,1000.0
546,0,low,2.72,True,1000.0
547,0,low,18.81,True,1000.0
548,0,low,6.68,True,1000.0
549,0,low,17.06,True,1000.0
550,0,low,9.7,True,1000.0
551,0,low,11.66,True,1000.0
552,0,low,6.2,True,1000.0
553,0,low,2.41,True,1000.0
554,0,low,8.79,True,1000.0
555,0,low,7.49,True,1000.0
556,0,low,5.64,True,1000.0
557,0,low,1.68,True,1000.0
558,0,low,3.57,True,1000.0
559,0,low,12.62,True,1000.0
560,0,low,8.98,True,1000.0
561,0,low,8.17,True,1000.0
562,1,critical,87.98,False,0.0
563,0,low,2.01,True,1000.0
564,0,low,9.95,True,1000.0
565,0,low,2.35,True,1000.0
566,0,low,6.34,True,1000.0
567,0,low,2.75,True,1000.0
568,0,low,14.27,True,1000.0
569,0,low,17.39,True,1000.0
570,0,low,1.89,True,1000.0
571,0,low,18.54,True,1000.0
572,0,low,5.63,True,1000.0
573,0,low,9.5,True,1000.0
574,0,low,3.39,True,1000.0
575,0,low,4.83,True,1000.0
576,0,low,13.6,True,1000.0
577,0,low,3.42,True,1000.0
578,0,low,5.73,True,1000.0
579,0,low,11.23,True,1000.0
580,0,low,3.56,True,1000.0
581,0,low,6.9,True,1000.0
582,0,low,14.3,True,1000.0
583,0,low,5.73,True,1000.0
584,0,low,14.22,True,1000.0
585,0,low,11.92,True,1000.0
586,0,low,11.48,True,1000.0
587,0,low,17.07,True,1000.0
588,0,low,3.65,True,1000.0
589,0,low,9.42,True,1000.0
590,1,critical,85.38,False,0.0
591,0,low,7.91,True,1000.0
592,0,low,6.39,True,1000.0
593,1,critical,95.9,False,0.0
594,0,low,5.18,True,1000.0
595,0,low,6.44,True,1000.0
596,0,low,8.22,True,1000.0
597,0,low,7.08,True,1000.0
598,0,low,14.13,True,1000.0
599,0,low,1.25,True,1000.0
600,1,critical,92.44,False,0.0
601,0,low,0.92,True,1000.0
602,0,low,11.49,True,1000.0
603,0,low,7.87,True,1000.0
604,0,low,1.76,True,1000.0
605,0,low,2.9,True,1000.0
606,0,low,7.15,True,1000.0
607,0,low,17.21,True,1000.0
608,0,low,5.5,True,1000.0
609,0,low,17.17,True,1000.0
610,0,low,7.61,True,1000.0
611,0,low,6.2,True,1000.0
612,0,low,23.0,True,1000.0
613,0,low,8.65,True,1000.0
614,0,low,16.83,True,1000.0
615,0,low,8.55,True,1000.0
616,0,low,4.58,True,1000.0
617,0,low,6.99,True,1000.0
618,0,low,4.85,True,1000.0
619,0,low,5.83,True,1000.0
620,0,low,5.08,True,1000.0
621,0,low,9.54,True,1000.0
622,0,low,10.16,True,1000.0
623,0,low,4.56,True,1000.0
624,0,low,21.37,True,1000.0
625,0,low,10.06,True,1000.0
626,0,low,6.16,True,1000.0
627,0,low,9.6,True,1000.0
628,1,critical,85.91,False,0.0
629,0,low,10.36,True,1000.0
630,0,low,7.29,True,1000.0
631,0,low,6.67,True,1000.0
632,0,low,9.47,True,1000.0
633,0,low,6.14,True,1000.0
634,0,low,3.52,True,1000.0
635,0,low,19.37,True,1000.0
636,0,low,4.41,True,1000.0
637,0,low,7.42,True,1000.0
638,0,low,6.5,True,1000.0
639,0,low,38.66,True,1000.0
640,1,critical,85.53,False,0.0
641,0,low,4.44,True,1000.0
642,0,low,4.03,True,1000.0
643,0,low,3.84,True,1000.0
644,0,low,8.26,True,1000.0
645,1,critical,90.83,False,0.0
646,0,low,1.86,True,1000.0
647,0,low,15.89,True,1000.0
648,0,low,1.1,True,1000.0
649,1,critical,96.32,False,0.0
650,0,low,2.02,True,1000.0
651,0,low,1.27,True,1000.0
652,0,low,3.39,True,1000.0
653,0,low,8.97,True,1000.0
654,0,low,20.58,True,1000.0
655,0,low,1.96,True,1000.0
656,0,low,6.42,True,1000.0
657,0,low,8.32,True,1000.0
658,0,low,8.77,True,1000.0
659,0,low,17.79,True,1000.0
660,0,low,2.33,True,1000.0
661,0,low,17.19,True,1000.0
662,0,low,2.62,True,1000.0
663,0,low,3.3,True,1000.0
664,0,low,3.8,True,1000.0
665,0,low,4.85,True,1000.0
666,0,low,13.34,True,1000.0
667,0,low,2.07,True,1000.0
668,0,low,0.69,True,1000.0
669,0,low,13.62,True,1000.0
670,0,low,8.76,True,1000.0
671,0,low,5.24,True,1000.0
672,0,low,10.41,True,1000.0
673,0,low,7.57,True,1000.0
674,0,low,6.18,True,1000.0
675,0,low,10.47,True,1000.0
676,0,medium,44.31,True,1500.0
677,0,low,13.87,True,1000.0
678,1,critical,92.0,False,0.0
679,0,low,5.22,True,1000.0
680,0,low,20.0,True,1000.0
681,0,low,6.78,True,1000.0
682,0,low,5.87,True,1000.0
683,0,low,7.95,True,1000.0
684,0,low,4.8,True,1000.0
685,0,low,23.28,True,1000.0
686,0,low,0.38,True,1000.0
687,0,low,5.75,True,1000.0
688,1,critical,97.46,False,0.0
689,0,low,1.68,True,1000.0
690,0,low,10.58,True,1000.0
691,0,low,4.25,True,1000.0
692,0,low,3.44,True,1000.0
693,0,low,4.18,True,1000.0
694,0,low,8.53,True,1000.0
695,0,low,3.04,True,1000.0
696,0,low,8.45,True,1000.0
697,0,low,4.86,True,1000.0
698,0,low,7.79,True,1000.0
699,0,low,6.75,True,1000.0
700,0,low,7.58,True,1000.0
701,1,critical,82.04,False,0.0
702,0,low,13.47,True,1000.0
703,0,low,2.17,True,1000.0
704,0,low,7.22,True,1000.0
705,0,low,1.06,True,1000.0
706,0,low,11.37,True,1000.0
707,0,low,3.84,True,1000.0
708,0,low,4.06,True,1000.0
709,0,low,2.66,True,1000.0
710,0,low,9.44,True,1000.0
711,0,low,6.01,True,1000.0
712,0,low,6.34,True,1000.0
713,0,low,4.9,True,1000.0
714,0,low,4.49,True,1000.0
715,0,low,11.14,True,1000.0
716,0,low,3.12,True,1000.0
717,0,low,4.12,True,1000.0
718,1,critical,86.0,False,0.0
719,0,low,8.33,True,1000.0
720,0,low,5.6,True,1000.0
721,0,low,10.63,True,1000.0
722,0,low,11.23,True,1000.0
723,0,low,11.62,True,1000.0
724,0,low,8.64,True,1000.0
725,0,low,9.49,True,1000.0
726,0,low,10.5,True,1000.0
727,0,low,18.36,True,1000.0
728,0,low,10.92,True,1000.0
729,0,low,18.65,True,1000.0
730,0,low,5.72,True,1000.0
731,1,critical,90.06,False,0.0
732,0,low,10.18,True,1000.0
733,0,low,4.77,True,1000.0
734,0,low,3.4,True,1000.0
735,0,low,12.64,True,1000.0
736,0,low,7.91,True,1000.0
737,0,low,5.88,True,1000.0
738,0,low,14.55,True,1000.0
739,0,low,6.51,True,1000.0
740,0,low,6.7,True,1000.0
741,0,low,4.95,True,1000.0
742,0,low,3.19,True,1000.0
743,1,critical,95.41,False,0.0
744,0,low,6.88,True,1000.0
745,0,low,9.62,True,1000.0
746,0,low,10.7,True,1000.0
747,1,critical,89.7,False,0.0
748,0,low,12.3,True,1000.0
749,0,low,12.11,True,1000.0
750,1,critical,87.65,False,0.0
751,0,low,5.41,True,1000.0
752,1,critical,91.84,False,0.0
753,0,low,8.17,True,1000.0
754,0,low,10.3,True,1000.0
755,0,low,6.34,True,1000.0
756,0,low,7.34,True,1000.0
757,0,low,23.9,True,1000.0
758,0,low,2.18,True,1000.0
759,0,low,20.62,True,1000.0
760,0,low,11.01,True,1000.0
761,0,low,14.72,True,1000.0
762,1,critical,84.42,False,0.0
763,0,low,15.79,True,1000.0
764,0,low,4.53,True,1000.0
765,0,low,4.65,True,1000.0
766,0,low,5.37,True,1000.0
767,0,low,15.22,True,1000.0
768,0,low,18.08,True,1000.0
769,0,low,4.32,True,1000.0
770,0,low,5.03,True,1000.0
771,0,low,7.88,True,1000.0
772,0,low,8.36,True,1000.0
773,0,low,14.24,True,1000.0
774,0,low,20.78,True,1000.0
775,0,low,4.0,True,1000.0
776,1,critical,89.78,False,0.0
777,0,low,5.92,True,1000.0
778,0,low,7.11,True,1000.0
779,0,low,8.56,True,1000.0
780,0,low,6.27,True,1000.0
781,0,low,11.67,True,1000.0
782,0,low,5.05,True,1000.0
783,0,low,5.57,True,1000.0
784,0,low,12.29,True,1000.0
785,0,low,20.15,True,1000.0
786,0,low,6.83,True,1000.0
787,0,low,7.55,True,1000.0
788,1,critical,92.24,False,0.0
789,0,low,4.78,True,1000.0
790,0,low,7.72,True,1000.0
791,0,low,19.96,True,1000.0
792,0,low,8.09,True,1000.0
793,0,low,9.42,True,1000.0
794,1,high,69.13,True,2000.0
795,0,low,7.18,True,1000.0
796,1,critical,91.57,False,0.0
797,0,low,3.34,True,1000.0
798,0,low,8.5,True,1000.0
799,1,critical,85.55,False,0.0
800,0,low,12.64,True,1000.0
801,1,critical,95.43,False,0.0
802,0,low,4.68,True,1000.0
803,0,low,4.27,True,1000.0
804,0,low,5.9,True,1000.0
805,0,low,16.65,True,1000.0
806,0,low,20.27,True,1000.0
807,0,low,3.32,True,1000.0
808,0,low,5.12,True,1000.0
809,0,low,4.37,True,1000.0
810,0,low,8.92,True,1000.0
811,0,low,6.44,True,1000.0
812,0,low,5.65,True,1000.0
813,0,low,4.42,True,1000.0
814,1,critical,87.25,False,0.0
815,0,low,3.78,True,1000.0
816,0,low,6.24,True,1000.0
817,0,low,7.72,True,1000.0
818,0,low,7.53,True,1000.0
